Invoice number,Payment due,Payment paid,Late<30,30<Late<60,60<Late<90,90<Late
56488,9780,0,0,0,0,0
56460,27309,0,0,0,0,0
56428,5570,0,0,0,0,0
56432,26,0,0,0,0,0
11010,-1700,0,0,0,0,0
103618,-800,0,0,0,0,0
56467,37374,37374,37374,0,0,0
56449,3720,0,0,0,0,0
56482,4467,3143,3143,0,0,0
11721,1600,0,0,0,0,0
56448,4477,4477,4477,0,0,0
56441,1348,0,0,0,0,0
56457,2497,2497,2497,0,0,0
56503,25235,0,0,0,0,0
56435,11121,0,0,0,0,0
11033,-800,0,0,0,0,0
11732,1170,0,0,0,0,0
56496,10280,0,0,0,0,0
11662,3949,0,0,0,0,0
11647,120,0,0,0,0,0
56466,4301,0,0,0,0,0
56494,48240,0,0,0,0,0
56472,1949,0,0,0,0,0
11675,7740,0,0,0,0,0
56443,217,0,0,0,0,0
56438,333,0,0,0,0,0
11729,2357,0,0,0,0,0
56464,3698,0,0,0,0,0
56471,757,0,0,0,0,0
56497,50858,0,0,0,0,0
11593,7107,7107,7107,0,0,0
56483,200,0,0,0,0,0
56458,6644,0,0,0,0,0
10978,-3500,0,0,0,0,0
56474,3215,0,0,0,0,0
56459,14122,0,0,0,0,0
56365,1240,0,0,0,0,0
56490,6286,6286,6286,0,0,0
56452,933,933,933,0,0,0
11689,9096,0,0,0,0,0
11671,66,0,0,0,0,0
56470,155,155,155,0,0,0
56479,7183,0,0,0,0,0
56461,9786,6376,6376,0,0,0
11022,-4000,483,0,0,0,483
10128,5900,0,0,0,0,0
11717,9914,0,0,0,0,0
11026,-1500,0,0,0,0,0
11657,6485,0,0,0,0,0
103594,-531,0,0,0,0,0
11710,999,0,0,0,0,0
103602,-486,0,0,0,0,0
11632,-25.14,0,0,0,0,0
11035,-300,0,0,0,0,0
11013,-1000,0,0,0,0,0
11704,1200,0,0,0,0,0
103598,-532,0,0,0,0,0
56402,476,0,0,0,0,0
11642,161,0,0,0,0,0
11569,173,0,0,0,0,0
11528,82,0,0,0,0,0
11590,102,0,0,0,0,0
10894,-1,1818,0,0,0,1818
11676,4500,0,0,0,0,0
11727,3417,0,0,0,0,0
103627,-277,0,0,0,0,0
103611,-899,0,0,0,0,0
11695,176,0,0,0,0,0
103608,-3101,0,0,0,0,0
10961,-5000,0,0,0,0,0
11711,2924,0,0,0,0,0
11712,22115,0,0,0,0,0
11713,3989,0,0,0,0,0
103616,-165,0,0,0,0,0
11017,-812,293,0,0,0,293
56468,1712,0,0,0,0,0
56426,1106,0,0,0,0,0
56476,527,0,0,0,0,0
56504,10698,0,0,0,0,0
56477,902,0,0,0,0,0
56430,1114,0,0,0,0,0
56456,283,0,0,0,0,0
56451,2691,0,0,0,0,0
10893,-92,0,0,0,0,0
189,92,0,0,0,0,0
total due: 392742.9, total paid: 70942
11-2017
56591,3270,0,0,0,0,0
56588,1197,0,0,0,0,0
11826,3479,0,0,0,0,0
11780,2230,0,0,0,0,0
103662,-269,0,0,0,0,0
11120,-2000,0,0,0,0,0
total due: 7907, total paid: 0
12-2017
11095,-18805,0,0,0,0,0
11818,5127,0,0,0,0,0
56509,574,0,0,0,0,0
56565,612,0,0,0,0,0
56556,418,0,0,0,0,0
56549,2998,0,0,0,0,0
11848,3000,0,0,0,0,0
56569,400,0,0,0,0,0
56583,666,0,0,0,0,0
11746,133,133,133,0,0,0
922,900,900,900,0,0,0
11063,-2165,0,0,0,0,0
103649,-164,0,0,0,0,0
11765,300,0,0,0,0,0
11788,213,0,0,0,0,0
11108,-213,0,0,0,0,0
11784,604,0,0,0,0,0
11785,257,0,0,0,0,0
11119,-7100,0,0,0,0,0
11794,6790,0,0,0,0,0
11810,1831,0,0,0,0,0
11819,2165,0,0,0,0,0
11166,-3030,0,0,0,0,0
total due: -4489, total paid: 1033
12-2017
103593,-697,0,0,0,0,0
56478,485,0,0,0,0,0
56480,698,0,0,0,0,0
56445,3053,0,0,0,0,0
56489,40,0,0,0,0,0
11518,2480,0,0,0,0,0
56361,45189,0,0,0,0,0
11725,12,0,0,0,0,0
total due: 51260, total paid: 0
12-2017
103675,-338,0,0,0,0,0
56579,3078,0,0,0,0,0
56547,4300,0,0,0,0,0
56514,981,0,0,0,0,0
56518,7,0,0,0,0,0
56552,17847,0,0,0,0,0
11806,4000,0,0,0,0,0
56539,6927,0,0,0,0,0
11956,501,0,0,0,0,0
56575,4155,0,0,0,0,0
11842,4182,0,0,0,0,0
11748,66,0,0,0,0,0
56555,105,0,0,0,0,0
56535,98093,0,0,0,0,0
56545,1440,0,0,0,0,0
11824,983,0,0,0,0,0
11825,690,0,0,0,0,0
56528,5551,0,0,0,0,0
56572,5382,0,0,0,0,0
11781,187,0,0,0,0,0
56541,671,0,0,0,0,0
56506,621,0,0,0,0,0
56507,383,0,0,0,0,0
56508,21144,0,0,0,0,0
930,3000,0,0,0,0,0
191,1600,0,0,0,0,0
11776,4500,0,0,0,0,0
56561,5017,0,0,0,0,0
11872,41,0,0,0,0,0
56521,270,0,0,0,0,0
11814,142,0,0,0,0,0
11815,1545,0,0,0,0,0
11816,1162,0,0,0,0,0
56582,295,0,0,0,0,0
11792,876,0,0,0,0,0
56563,1169,0,0,0,0,0
11827,4742,0,0,0,0,0
11836,7987,0,0,0,0,0
56530,1519,0,0,0,0,0
56512,1498,0,0,0,0,0
56551,278,0,0,0,0,0
2290296,11326,0,0,0,0,0
56543,2888,0,0,0,0,0
56529,838,0,0,0,0,0
56584,1846,0,0,0,0,0
56562,155,0,0,0,0,0
56590,5162,0,0,0,0,0
56542,6660,0,0,0,0,0
56531,1129,0,0,0,0,0
56564,1554,0,0,0,0,0
56558,633,0,0,0,0,0
56544,6534,0,0,0,0,0
56559,36088,0,0,0,0,0
56580,171,0,0,0,0,0
11797,588,0,0,0,0,0
11804,847,0,0,0,0,0
56571,2482,0,0,0,0,0
56568,6460,0,0,0,0,0
56548,4159,0,0,0,0,0
56520,8344,0,0,0,0,0
11758,15239,0,0,0,0,0
103652,-525,0,0,0,0,0
11073,-33214,0,0,0,0,0
11089,-11713,0,0,0,0,0
11094,-5600,0,0,0,0,0
11093,-6900,0,0,0,0,0
11779,5100,0,0,0,0,0
103666,-200,0,0,0,0,0
11787,376,0,0,0,0,0
103669,-4084,0,0,0,0,0
11796,6580,0,0,0,0,0
11122,-7278,0,0,0,0,0
11807,4336,0,0,0,0,0
11134,-19958.4,0,0,0,0,0
11151,-2000,0,0,0,0,0
11841,492,0,0,0,0,0
11163,-4000,0,0,0,0,0
total due: 251111.6, total paid: 0
1-2018
11877,429,0,0,0,0,0
11856,220,0,0,0,0,0
11922,2749,0,0,0,0,0
11925,7522,0,0,0,0,0
11931,137,0,0,0,0,0
11866,500,0,0,0,0,0
11873,379,0,0,0,0,0
11921,1227,0,0,0,0,0
103741,-80,0,0,0,0,0
11938,300,0,0,0,0,0
11953,716,0,0,0,0,0
15333577,4361,0,0,0,0,0
11276,-300,0,0,0,0,0
11888,211,0,0,0,0,0
11889,383,0,0,0,0,0
total due: 18754, total paid: 0
1-2018
56439,58182,0,0,0,0,0
total due: 58182, total paid: 0
1-2018
11887,324,0,0,0,0,0
11893,1023,0,0,0,0,0
11894,199,0,0,0,0,0
11895,1053,0,0,0,0,0
11906,79,0,0,0,0,0
11923,1434,0,0,0,0,0
11924,5170,0,0,0,0,0
11946,1897,0,0,0,0,0
11947,157,0,0,0,0,0
11948,119,0,0,0,0,0
11959,79,0,0,0,0,0
103730,-23,0,0,0,0,0
11861,8110,0,0,0,0,0
11912,497,0,0,0,0,0
11876,2573,0,0,0,0,0
11204,-2600,0,0,0,0,0
11950,1600,0,0,0,0,0
11864,5984,0,0,0,0,0
11907,998,0,0,0,0,0
11911,819,0,0,0,0,0
103713,-772,0,0,0,0,0
11892,57,0,0,0,0,0
11904,153,0,0,0,0,0
11955,899,0,0,0,0,0
56566,1084,0,0,0,0,0
56567,1053,0,0,0,0,0
56570,1322,0,0,0,0,0
11879,1414,0,0,0,0,0
56534,2026,0,0,0,0,0
11859,425,0,0,0,0,0
11932,1551,0,0,0,0,0
11933,280,0,0,0,0,0
11934,215,0,0,0,0,0
11853,410,0,0,0,0,0
11918,12597,0,0,0,0,0
11952,9862,0,0,0,0,0
total due: 62068, total paid: 0
2-2018
11958,10022,0,0,0,0,0
11860,2129,0,0,0,0,0
11884,1720,0,0,0,0,0
total due: 13871, total paid: 0
